100	2072,2457,324,2341,2513,3149,2928,1641,422,1600
101	1822,272,2757,1483,2594,711,2280,735,3202,640
102	1681,3735,3932,2511,153,950,3816,1442,3697,2749
103	135,2195,1771,306,956,3776,2953,2228,1905,1103
104	2642,367,2013,440,3028,2943,2193,2309,832,2974
105	71,273,2921,720,117,133,3610,2837,1496,298
106	2240,632,470,872,4059,454,3166,1960,1791,2824
107	2818,525,2501,809,219,1548,3893,1919,573,3775
108	4144,1409,1761,44,2576,3015,2723,11,3730,1017
109	1496,2154,809,1500,3260,2501,2382,3539,219,2405
110	762,3730,1499,1920,1022,1761,1713,3286,2185,3580
111	2018,1887,1509,3356,2485,3213,1771,3502,1554,1468
112	1549,2238,2584,928,3825,2302,720,2748,1608,896
113	2986,2170,4135,3762,1416,1645,2314,3145,3477,3370
114	1905,2312,976,426,112,1977,968,371,2175,2277
115	591,2071,475,909,2089,849,1991,3801,3765,2716
116	1330,2058,3773,864,3544,182,499,728,928,4050
117	2964,3618,1404,3885,1197,3949,3612,662,723,2894
118	1100,1926,3580,3740,1695,3863,1307,588,2211,608
119	2375,543,1742,2842,1822,959,877,123,1809,3369
120	2089,3700,2079,24,2622,329,537,540,3476,2491
121	1930,3235,4100,1248,2479,3102,4,2707,1234,4008
122	2302,180,631,707,4110,3361,2309,2660,67,2698
123	2532,3326,3852,597,1829,3057,161,908,183,65
124	3947,1496,2180,130,3579,1349,1483,2912,1639,1375
125	1822,2325,637,272,2228,2757,2851,3166,2594,711
126	1488,2714,3233,2941,3796,307,34,3756,3347,3737
127	908,3992,3962,3456,3346,2552,871,2985,4065,536
128	3594,3301,452,2881,2,2396,3,3026,2709,3715
129	1449,4103,1499,3730,264,11,2080,1409,4024,3635
130	588,1814,2518,2028,4108,3186,1747,2336,2211,1299
131	2850,636,1800,3865,846,4148,198,3174,652,84
132	253,2837,3260,3471,1772,2418,2498,1724,2662,2325
133	4125,1483,2912,58,2670,1639,1375,2624,2842,2442
134	2164,1715,3712,3150,685,3252,3513,3476,1782,1172
135	150,2679,3144,2663,3152,2472,2673,784,1658,2516
136	423,787,600,2154,2382,4147,3961,2446,2842,1496
137	3181,3902,869,1449,641,2504,1905,860,1977,4024
138	3236,3261,1900,2917,4087,3330,3463,3970,2841,1236
139	3773,499,889,527,1178,2640,1761,2673,715,2376
140	2567,2661,921,1916,3235,3788,755,1057,2745,3805
141	1326,3780,1916,1288,3493,1295,1926,3740,2567,1307
142	1532,1748,2538,4018,1213,3928,2185,239,3045,4116
143	413,3873,4158,1151,3641,2125,1778,2056,1248,3897
144	487,3430,268,2950,3932,981,3815,3480,1497,2882
145	4079,3686,3503,635,3949,1474,4149,3288,2847,668
146	4065,3394,3329,2796,1202,607,3710,2031,627,558
147	2395,3734,448,336,746,3381,1695,2163,2698,1645
148	1599,1483,2912,1639,1375,2842,2442,3134,369,272
149	2176,1480,3139,2321,3441,3892,2572,1361,2610,2555
150	430,4156,2661,3762,1665,3085,2567,1930,298,2202
151	4114,1451,4166,2726,2518,1893,2943,1801,3186,1041
152	2277,2175,197,1639,3296,2082,1632,959,2538,343
153	238,2555,4094,3349,2605,2612,589,534,683,751
154	1654,2072,2747,577,1649,344,2491,1959,329,58
155	2906,3329,2428,2374,1742,1791,2310,886,447,896
156	3004,980,2506,502,2175,2277,2442,711,2561,3149
157	579,270,3270,375,2906,2311,2674,2199,2171,1675
158	1884,1053,262,2831,860,216,298,2116,481,71
159	3665,837,3145,2901,2015,954,2806,753,3144,2072
160	1331,3430,394,668,999,1404,3995,214,1035,3950
161	648,223,3287,1047,1715,2518,463,3167,896,3186
162	3407,628,1289,3439,1630,873,2133,3726,97,3454
163	329,2072,577,1954,2491,537,1959,3969,344,362
164	279,3788,2037,3553,2380,2824,901,3580,1695,3863
165	2571,2373,1639,2175,972,959,1920,2912,11,3730
166	3471,891,2752,1658,2653,309,1778,2125,3641,695
167	65,1541,2098,3995,2262,378,284,983,1465,2354
168	380,1482,1554,1354,3872,2552,2300,3351,2536,3164
169	735,543,1149,787,369,922,92,1822,2114,969
170	1814,1235,3507,291,2054,3007,1043,3186,4163,3812
171	2513,632,66,2314,1100,2648,4135,3758,2851,2390
172	3477,2632,3152,4121,3145,3451,2012,1132,1771,609
173	2969,3109,165,288,2319,1902,1745,969,1901,2985
174	1903,2506,966,4011,1811,2623,119,2912,806,190
175	1944,2552,607,1396,2850,3614,4002,3710,627,3578
176	65,612,3576,574,3747,3983,3703,930,2881,3102
177	1307,3493,1917,3393,3870,3009,2908,3805,1327,4106
178	324,2277,2175,197,2513,1639,806,777,877,2428
179	1496,448,1968,2227,3536,908,396,516,959,3947
180	4003,97,3627,3032,1721,2039,1486,2738,3582,2631
181	808,2623,2350,2219,837,2105,362,2304,1660,966
182	380,1482,1554,3872,2202,2594,2300,347,3351,1220
183	3629,3776,3737,2531,12,3057,161,1582,3348,663
184	2428,872,1791,447,735,812,896,2985,197,2538
185	1307,3493,1496,1968,1197,3495,3428,455,2999,2037
186	2799,3937,1115,919,643,4106,2046,3996,3634,4143
187	3947,2227,672,2180,3539,3880,1817,2692,217,130
188	2485,448,2698,253,71,2837,216,189,452,652
189	534,3132,592,602,3162,526,707,2309,2,449
190	2185,896,3147,2168,3149,3969,2624,343,1632,3004
191	112,641,976,2312,422,355,1905,3149,2851,371
192	3422,928,4110,2309,681,4071,707,2302,1275,1480
193	2374,447,1771,360,850,190,2428,2310,1791,896
194	1208,828,3965,3604,419,3503,3893,1474,3004,980
195	3384,1714,3382,2402,3588,4111,2854,2712,4003,2018
196	1367,1851,3926,3187,2207,3757,1565,2159,1487,3955
197	3817,2484,1179,2115,3679,145,3604,3227,2192,3445
198	2930,139,2916,2355,546,319,833,1954,1640,1629
199	117,2175,2277,2442,711,1639,1745,2164,2467,216
200	2729,3537,1039,3943,3920,912,3655,1359,3410,2920
201	3147,1961,2113,2384,2186,867,3969,2624,343,3477
202	1930,2661,1859,1694,3085,2567,3777,3768,2202,3968
203	676,3754,3869,3631,3453,1716,3395,3598,2740,4087
204	4008,4009,1137,3847,3587,2137,2259,2005,2819,3379
205	582,2220,3902,3591,2363,2183,2470,2622,841,3106
206	676,67,4055,2921,1635,2658,208,1559,36,2831
207	2504,2227,481,2226,1625,672,2824,470,2180,2724
208	2741,339,3974,2664,4084,2130,3384,4177,4104,1325
209	2154,3339,2215,2181,1843,379,3716,2440,802,275
210	343,537,749,329,227,3151,121,3147,1961,867
211	3578,3,1639,3937,1483,2277,2193,2648,2442,2390
212	2374,3909,3604,3372,346,3476,2375,959,1483,787
213	350,2231,964,362,553,1662,1116,1831,2727,2650
214	1597,1958,2411,2273,3147,2219,749,2437,428,1972
215	1625,909,3324,2089,849,2622,2714,3233,3405,1618
216	200,517,976,1979,966,3517,3164,81,3819,936
217	3439,437,2072,2175,2311,1641,517,224,1494,2277
218	3780,1269,3646,3740,588,1926,1307,614,1917,2518
219	2341,841,2622,361,1974,2928,3701,3969,753,502
220	909,2457,24,2089,2622,849,907,426,2979,1811
221	872,470,3524,2457,1963,2094,2236,2965,2279,907
222	416,1327,1269,3980,3433,1289,3507,2771,2964,2334
223	1489,2342,3154,1648,2759,1597,3106,2220,2357,2431
224	4046,2619,216,67,3366,3559,4051,2859,815,2129
225	1960,546,417,540,2183,1649,137,2355,3106,3941
226	2538,1483,2175,2376,715,1639,538,1481,3134,1169
227	3953,1830,315,1691,1273,2252,518,1710,1498,714
228	1028,2458,1877,3938,2571,1947,3652,2552,4022,3164
229	3655,1639,2175,972,959,2912,3134,1375,366,410
230	3701,2355,3149,272,2648,355,483,2277,2674,197
231	1979,1905,426,976,4121,1598,3336,3035,1878,2123
232	2136,715,1771,1496,1929,2920,366,2901,2778,2640
233	2518,3461,3686,1749,3503,3423,2038,613,3328,2926
234	3648,3591,869,3106,2082,2412,3204,3470,2752,2110
235	2079,651,849,2089,2491,2622,3698,3248,1154,2187
236	463,3117,1154,1580,1506,2105,2310,2412,2180,2168
237	4031,1225,3872,1678,1745,2164,216,4050,2697,1554
238	2428,120,3201,3600,762,2613,3957,2532,1418,3582
239	200,371,641,976,426,1905,517,369,959,538
240	1496,2283,715,1625,3134,1169,1375,2094,2415,83
241	478,676,3248,3220,2870,483,2985,1822,2319,812
242	3,3715,452,636,2031,966,1103,2164,197,216
243	2089,1496,24,896,3947,1609,2226,329,2079,1649
244	3617,3274,1821,3672,3947,2259,536,1085,3218,2679
245	808,1664,753,3902,837,896,3878,324,2457,2412
246	1678,632,2396,2132,189,1412,238,3790,822,2621
247	632,784,3368,2446,1136,1938,2470,2858,362,66
248	1299,3461,2202,2678,3419,243,3012,2829,1061,2879
249	2094,2491,899,2105,3591,749,329,2219,2624,1969
250	1958,2079,517,2277,343,200,1811,2089,376,2183
251	1658,2916,2858,2314,2311,4135,980,3149,2185,2780
252	2479,635,588,1234,2019,3006,2270,3023,3229,1235
253	2648,324,454,1639,2442,410,2277,2513,33,972
254	420,1417,812,2319,2737,3847,3352,3819,65,4034
255	1783,324,3144,475,3152,3260,1100,2390,2701,1637
256	980,2623,3146,3111,3701,4000,2199,2239,721,3061
257	3517,3164,2894,1944,643,3366,3559,998,2458,3659
258	3330,217,2769,1236,1558,2450,4007,2969,3266,1698
259	2743,2813,3347,2742,3790,3174,706,3179,2512,1820
260	1022,11,3730,273,3937,318,353,720,3134,3144
261	2025,3461,1179,3245,3891,2763,3694,446,1350,3438
262	3245,1613,591,4135,3772,650,3762,1416,806,1506
263	2159,4140,3384,2402,3515,3631,4111,1565,3656,3582
264	137,139,863,858,2012,971,197,2236,2538,350
265	3732,1781,3553,3835,1012,201,165,3527,1236,2962
266	2168,3147,3969,2341,2624,1985,1958,1666,1674,853
267	2390,3144,3152,3825,3260,2824,2118,872,2015,2764
268	3776,428,588,3580,3863,614,2531,12,1220,3629
269	762,1611,2536,1361,2613,3600,3468,2565,544,2059
270	130,2484,3965,2813,34,1165,1192,1498,1678,2837
271	2458,3433,1350,1151,2125,695,1234,2552,1930,3164
272	2219,2105,1636,1155,2970,3051,1154,1580,591,2223
273	2648,753,2079,376,651,3354,3346,3962,2536,235
274	808,565,2219,2105,362,2654,964,2412,4059,2278
275	1107,3649,3980,3822,3974,2224,3924,3588,430,418
276	2470,2327,2185,2396,896,362,1609,2183,2072,907
277	841,24,361,2583,1618,137,2341,1954,1685,1432
278	3481,3634,4143,291,2692,668,588,2890,2343,2847
279	2293,3382,1714,2571,3384,2402,4111,3971,2456,2759
280	2987,3566,2363,869,1149,1147,2074,2232,2109,753
281	253,2837,448,273,720,1843,1976,2921,457,3862
282	3757,3261,2052,2216,4011,966,488,2806,3479,1903
283	3576,3026,2709,1076,3672,2660,1137,925,2953,3594
284	2279,2231,83,142,2415,338,1960,2186,3477,2928
285	135,3211,2094,2072,344,137,2930,338,1625,2079
286	3642,2536,2132,1225,3089,3872,70,238,812,1412
287	2538,197,1639,1483,3471,423,1658,2411,1518,228
288	3369,1809,2748,190,806,2186,3564,896,1715,3598
289	366,2594,2757,1639,1483,197,650,538,344,2175
290	1893,4110,1751,3708,2871,2572,4039,3932,1193,157
291	3330,1703,1236,2175,2277,1639,2442,3296,197,423
292	1981,681,534,3777,2053,718,1024,3003,2640,1761
293	2,2729,4047,1154,2831,494,2396,2309,298,65
294	4071,536,2259,2137,3909,1208,663,2167,1628,524
295	3237,2369,2743,1888,1573,2290,701,764,382,3903
296	1208,3965,694,2714,3233,3800,918,1926,3740,1465
297	2216,2275,3761,2223,2238,3662,853,295,2939,3806
298	3604,3666,3091,1519,2780,3572,831,3895,3233,2610
299	329,2445,2491,2183,24,2094,2089,2717,909,2622
300	2373,1659,3253,2749,2941,3808,907,3106,903,2467
301	849,2491,1958,343,651,329,25,1972,3147,2089
302	3517,2552,3164,3659,1761,655,2576,264,954,3737
303	2056,324,1637,2513,2504,2928,2457,753,2168,2461
304	1396,2921,963,1789,2149,516,2396,4150,652,328
305	2531,71,444,1876,238,1830,2533,3694,828,567
306	3998,2112,291,1548,988,3891,1630,3865,846,2459
307	2125,331,1929,3237,3641,1738,196,3463,3681,2252
308	1974,841,2622,361,257,2219,2341,59,3591,817
309	2277,197,10,3729,2903,2112,1202,2369,1983,946
310	361,841,2622,242,2491,449,2373,707,3498,1632
311	223,1808,1666,3459,859,2304,2341,3144,142,2457
312	2018,3597,1460,1412,3697,1553,3735,2558,103,1406
313	426,641,976,1977,1811,371,1905,199,538,200
314	3672,4050,2398,2259,1460,1412,3554,1927,3102,1234
315	1225,3872,1482,567,772,1678,1527,2176,4050,407
316	4116,123,3369,369,806,1043,4108,3461,3328,1284
317	2355,2350,2168,319,2916,417,546,2186,540,1969
318	1774,2513,2648,3730,324,4011,4150,1811,1499,2228
319	3780,2000,3402,3932,1269,920,1917,1365,760,1301
320	722,920,3503,2567,2518,2661,1223,3085,1234,2202
321	899,2231,329,2079,1956,2624,422,1831,2363,268
322	1683,3947,1801,4022,130,672,1940,2180,2227,3311
323	1822,2325,711,2912,366,1375,3134,1788,2418,502
324	3004,135,2858,2506,3149,1977,2355,3701,2538,814
325	1903,2528,753,3451,3144,200,2858,3152,3004,2672
326	206,3962,576,3777,3174,1913,3729,2112,3397,975
327	1429,2568,449,2309,1011,707,2660,4055,2698,104
328	1900,1330,762,1225,1968,2724,3926,57,4005,3174
329	1223,2567,1234,268,154,3437,4079,1452,3015,2375
330	3524,501,2290,160,3903,1184,1899,3704,1914,3422
331	1396,2031,3730,2314,1920,3286,1447,4135,3924,2528
332	4079,3686,3949,3503,1749,1927,1234,4039,635,1474
333	1054,108,3178,1231,3533,2157,387,732,4177,3238
334	268,2950,2938,913,1036,1866,4060,3559,2567,3646
335	3004,2185,3149,1361,2572,3039,1672,519,2807,7
336	2374,447,449,749,1361,2572,3515,3358,4048,2076
337	2948,2024,3664,2569,2644,1141,2536,1225,3642,3089
338	2938,3537,2167,2201,3562,2783,2648,324,488,2724
339	3794,2358,1609,1549,2223,2081,1954,1602,1096,670
340	57,3926,177,435,672,4047,826,1610,3046,3197
341	2396,71,2800,1812,2724,2380,2328,1069,3417,1861
342	298,448,3,2588,983,2921,3168,3823,1869,3598
343	4034,908,286,2216,4011,966,488,3672,2806,1903
344	237,27,3296,2967,1859,611,3673,1468,1887,3777
345	2457,524,1628,1506,647,3149,2279,422,1742,2216
346	369,1742,1574,449,2,2196,3729,3229,3289,1391
347	2724,1152,3617,156,3380,2648,591,83,2390,4059
348	11,1022,1713,2576,1920,1712,3646,3430,1169,2528
349	1821,779,850,2718,536,422,449,4135,112,2593
350	2442,1639,272,3134,1375,2842,318,226,2649,3241
351	2228,4011,2304,2457,426,1811,454,3336,1506,720
352	650,2502,2071,343,2341,1991,2303,138,1652,881
353	3932,4060,1547,3407,3500,153,3006,3172,211,393
354	457,3959,4177,3688,817,1908,906,1996,1775,878
355	2411,540,1661,1597,1668,2177,3803,2310,922,641
356	2525,969,1479,1732,3158,1573,613,2813,661,3406
357	200,641,517,371,538,1598,845,2644,907,1979
358	2884,954,3207,2070,4035,2646,418,1143,3581,778
359	3207,1044,3908,2884,2070,3381,3235,3554,1232,1465
360	966,3089,4011,565,454,1811,71,2709,3594,2180
361	3493,2642,2013,3728,439,268,3077,4039,3428,1307
362	1036,896,1496,3433,2525,1224,3295,2208,685,826
363	846,2962,3170,4084,212,2925,2946,949,3841,932
364	538,966,437,715,3134,2376,1375,258,2175,3044
365	1189,2279,2231,1954,891,672,2227,306,1640,3260
366	448,3540,2851,4150,2164,3148,3872,2536,1482,3329
367	808,461,753,362,1100,1762,2470,228,1149,1632
368	1196,3384,732,4177,3533,1054,2599,2571,2130,108
369	1387,1580,1902,2143,368,499,3774,2865,1610,1160
370	2985,2528,1737,3380,423,58,2283,1902,2176,715
371	626,3926,238,1720,2555,435,1179,177,3089,919
372	449,4055,1830,3861,2288,1876,341,3847,2,2737
373	3968,3425,1234,3358,3708,3493,3822,2822,912,2667
374	4125,4171,1162,1731,661,1409,3762,1645,1783,1621
375	1681,3735,2896,1104,3852,3869,1829,725,2077,2136
376	1412,3290,2114,3597,2132,2740,2921,2538,2277,1628
377	1323,3729,732,3066,1054,3806,10,295,3533,3892
378	4164,3962,558,3358,3447,4048,1877,3429,3407,2613
379	959,3498,2164,67,1745,2319,2842,44,2374,3296
380	1549,2089,2223,2079,2584,651,849,2275,2622,1974
381	3997,632,2380,2390,901,2638,2240,2824,2980,3801
382	1103,2806,483,814,2390,2783,4059,1609,66,3740
383	1771,3149,2373,449,1977,2284,200,4055,2164,707
384	1816,668,3995,1203,2969,196,1955,1151,309,3117
385	1549,2238,1607,3154,565,2851,119,2275,2223,298
386	67,631,1063,2268,2921,414,2531,3776,2408,2813
387	3370,4156,2495,1645,2344,3545,837,2013,954,1592
388	3758,361,841,2622,3446,4176,641,849,426,2228
389	2709,3688,1016,1996,3927,2938,3928,4050,3652,4082
390	324,901,2113,2583,2231,3383,812,1637,1100,2648
391	413,715,2376,2528,2216,972,3296,3226,449,2
392	4051,1426,1210,3778,4156,1838,832,2344,436,2642
393	1326,2321,975,1321,1234,3441,3646,108,1582,3925
394	907,1952,2283,3149,2376,2089,715,481,3134,1628
395	3732,201,3973,1359,4071,1981,536,2953,3835,309
396	3678,3402,1694,3642,3897,3548,3646,4038,751,1806
397	2595,2286,518,2831,808,362,156,2824,872,510
398	1361,3352,3819,2533,2572,2129,317,4076,216,298
399	899,2491,2094,1745,2315,624,3822,1949,779,2948
400	3260,414,1524,3629,2418,809,12,1807,600,2154
401	2851,1597,537,887,2273,2595,565,1494,146,2314
402	3030,4,2175,482,2277,2442,711,1639,2467,2538
403	2485,588,3580,3863,606,2211,3054,2879,309,1955
404	2640,3296,2967,1144,478,2219,883,3140,828,2629
405	3223,3457,3517,1929,2000,3402,268,3437,2893,4133
406	672,589,599,2605,238,2555,128,2767,3947,3580
407	69,3775,1409,2350,1810,2219,2022,344,264,2102
408	324,2928,2513,475,1637,1658,3296,1811,1100,2390
409	588,3863,2211,3580,1695,3466,608,2037,3788,1820
410	2619,2921,67,216,2389,2826,448,2490,156,2165
411	650,841,361,2583,24,849,1618,142,649,1902
412	366,2594,2757,1639,2636,2123,2648,2228,2513,1654
413	1741,756,4158,4112,3730,607,1499,3829,1920,1022
414	3582,2089,3454,3822,1227,24,3957,97,841,1952
415	1103,632,872,3275,1204,3207,3225,1200,784,3253
416	3326,2896,3057,3747,3703,2709,3939,777,877,3594
417	2336,3672,3673,2518,1137,1484,3186,2353,1915,1330
418	762,602,1822,1375,711,452,2881,366,959,2912
419	1887,1713,2373,3213,1535,2706,2707,1225,4008,611
420	583,54,4077,4090,3772,903,3282,2176,2778,423
421	2396,216,573,1011,298,67,2807,306,2531,1189
422	769,299,2755,3410,657,3617,2389,1741,1821,3637
423	1496,1968,455,2999,387,1167,3712,883,778,449
424	841,814,2228,4011,2622,426,2283,1811,3665,980
425	2842,2375,543,1678,4031,3462,3089,1581,2718,2895
426	2024,807,1140,2849,81,698,1446,1502,3162,3264
427	1771,1792,2052,498,3406,3414,3166,966,1812,2851
428	3909,2484,3582,2738,4027,2313,1039,2729,3746,3348
429	1961,3969,964,329,2262,1954,1640,1629,2650,1831
430	2513,1637,2648,2783,3248,1621,2390,1664,2219,753
431	2714,3382,3233,2294,2133,1944,2010,2598,2293,3106
432	3119,1563,1820,4038,2700,2270,4033,1737,3975,3132
433	3044,1549,565,4121,2238,2584,633,2081,1960,2457
434	2275,1549,2223,2863,2982,1620,529,2426,883,2276
435	3354,2458,1087,3888,3621,987,3169,4059,2278,3336
436	2532,2799,2659,373,3880,3528,1679,237,54,3398
437	2345,1761,1103,3730,1920,264,2757,1822,3937,272
438	913,2598,3869,1312,1800,1365,3780,1893,3548,4079
439	2729,1717,2137,3882,322,1284,1359,602,1273,2252
440	2226,2504,481,1956,1977,3037,1489,2228,3148,371
441	146,1103,3296,787,2997,2640,2175,1063,814,376
442	3366,1028,3661,72,3445,4051,2859,4164,1801,1318
443	3724,1955,2745,3330,1236,3527,3405,1425,3174,822
444	331,3881,65,2858,2467,2623,3004,272,2506,410
445	2623,324,1621,1637,2491,135,2094,896,1657,814
446	649,650,1958,2071,3147,978,475,1675,224,1789
447	1147,3758,2226,3902,2327,3648,254,591,2623,2350
448	3579,2491,140,141,1607,1954,1629,1619,2930,2095
449	4050,4031,808,2837,3747,3872,940,242,975,597
450	3580,3863,588,2211,2485,2767,2117,608,2037,196
451	806,190,2186,896,1968,821,1496,666,1674,2180
452	3673,2398,3672,536,4071,3456,1140,3854,3419,3961
453	2726,3869,2544,754,2525,3646,661,34,1046,4046
454	2513,3210,820,3835,256,2136,2886,2450,3903,3332
455	11,1204,3397,1409,1761,2576,3730,3648,2082,2646
456	1225,3872,1482,2778,966,2901,2495,1838,371,2193
457	3552,1553,1678,130,3211,417,1574,423,2673,1658
458	2525,3150,815,2215,3268,150,3456,1978,558,1005
459	1705,3004,980,2506,502,1225,3703,3872,2561,3149
